dataset	sample	score	ontology	similarity	pca	Celltype..Original.	Consortia	Library	CellType..Condensed.
Original	E_0052WQU	0.262469293785541	Cosine	Pearson	PC 1-4	Astrocyte	ENCODE	Single	Astrocyte
Original	R_ENCBS827OFK	-0.0113382831159483	Cosine	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Original	R_ENCBS892WJE	0.0623255376058333	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Original	B_S00C0J11	-0.0348392721615596	Cosine	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Original	R_ENCBS479AOA	0.0760408401473494	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Original	R_ENCBS645HGQ	0.0768974325114887	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Original	B_S00D1D11	0.170559158970929	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Original	B_C005VG11	-0.0571752408281864	Cosine	Pearson	PC 1-4	Macrophage	Blueprint	Paired	Macrophage
Combat	R_ENCBS984JKS	0.18189600692439	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS122USS	0.705040368045097	Cosine	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Combat	R_ENCBS020XIW	0.172528754942351	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS897YOR	0.172897795810342	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS484BGT	-0.25491797340477	Cosine	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Combat	E_293AAA	0.472792150442982	Cosine	Pearson	PC 1-4	H7-Hesc	ENCODE	Single	H7-Hesc
Combat	E_372AAA	0.340621919759652	Cosine	Pearson	PC 1-4	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Combat	B_S00XUN11	0.502694085781341	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_C0010KB1	0.531551676236209	Cosine	Pearson	PC 1-4	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	R_ENCBS119WRO	0.282798563771767	Cosine	Pearson	PC 1-4	Adrenal Gland	Roadmap	Single	Kidney
Combat	E_310EYM_210YNQ	-0.274415093953223	Cosine	Pearson	PC 1-4	Uterus	ENCODE	Paired	Uterus
Combat	R_ENCBS611ZBY	0.177137160456949	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS586CPQ	0.164439944037113	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	E_236AFP_140MNV	0.276056263556595	Cosine	Pearson	PC 1-4	Myotube	ENCODE	Single	Myotube
Combat	B_S013PY11	0.508177215141699	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_624WYQ_702NUN	-0.0900027616884328	Cosine	Pearson	PC 1-4	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Combat	R_ENCBS507RPJ	0.1597149393382	Cosine	Pearson	PC 1-4	Pancreas	Roadmap	Single	Pancreas
Combat	E_174MRL_767MGS	0.0321420311451845	Cosine	Pearson	PC 1-4	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	E_197JOA_315DHM	-0.415546630446705	Cosine	Pearson	PC 1-4	Testis	ENCODE	Paired	Testis
Combat	R_ENCBS588ZWT	0.159680713089548	Cosine	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Combat	B_S00BYT11	0.544961281869756	Cosine	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	B_C0066P12	0.533609215940056	Cosine	Pearson	PC 1-4	Cd8-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Combat	R_ENCBS336CDQ	0.173536214798132	Cosine	Pearson	PC 1-4	Skin Fibroblast	Roadmap	Single	Fibroblast
Combat	E_279OPH_711CPB	-0.524318216017575	Cosine	Pearson	PC 1-4	Ovary	ENCODE	Paired	Ovary
Combat	E_423TBO_548ULT	0.32818419852838	Cosine	Pearson	PC 1-4	Adrenal Gland	ENCODE	Paired	Intestine
Combat	E_869RCC_231OMQ	0.276412059684611	Cosine	Pearson	PC 1-4	Lhcn-M2	ENCODE	Single	Lhcn-M2
Combat	R_ENCBS948PMG	-0.238572499983683	Cosine	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Combat	E_074ENC_911DVL_753AAA_754AAA	0.387242899366479	Cosine	Pearson	PC 1-4	Foreskin Fibroblast	ENCODE	Single	Fibroblast
Combat	R_ENCBS099OIO	0.18532606064918	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS615YKY	0.205888047838978	Cosine	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Combat	E_409AIP_174MRL	-0.0052102463370566	Cosine	Pearson	PC 1-4	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	E_111ENC_780AAA_716AAA_051SJH_731AAA_734AAA_733AAA_732AAA	0.454692861850367	Cosine	Pearson	PC 1-4	H1-Hesc	ENCODE	Single	H1-Hesc
Combat	B_S00BXV11	0.556243178230883	Cosine	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Combat	E_477CHZ_628ENC_626ENC	0.536822960634266	Cosine	Pearson	PC 1-4	Cd14-Positive Monocyte	ENCODE	Single	Monocyte
Combat	R_ENCBS345TTL	0.16152875808845	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	E_077RUJ	0.173521931539396	Cosine	Pearson	PC 1-4	Hepatocyte	ENCODE	Paired	Hepatocyte
Combat	B_S005EJ11	0.51663004027837	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS645JEU	-0.505521775091332	Cosine	Pearson	PC 1-4	Ovary	Roadmap	Single	Ovary
Combat	R_ENCBS054WKY	0.173590438238119	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	B_S00XWJ11	0.508317839693555	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_C005PS12	0.545161472279822	Cosine	Pearson	PC 1-4	Cd14-Positive, Cd16-Negative Classical Monocyte	Blueprint	Paired	Monocyte
Combat	R_ENCBS917VNB	0.640224975971494	Cosine	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Combat	B_S00D0F11	0.519064257411807	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS026RJE	0.193791613939523	Cosine	Pearson	PC 1-4	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Combat	R_ENCBS620YJZ	0.195048557645905	Cosine	Pearson	PC 1-4	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Combat	B_C0011IB1	0.543687789185743	Cosine	Pearson	PC 1-4	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	R_ENCBS914JTX	0.23128772244707	Cosine	Pearson	PC 1-4	Pancreas	Roadmap	Single	Pancreas
Combat	B_S00CYP11	0.514852889828277	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS180EDA	0.165914113074966	Cosine	Pearson	PC 1-4	Skin Fibroblast	Roadmap	Single	Fibroblast
Combat	B_S008H111	0.521229346541201	Cosine	Pearson	PC 1-4	Cd4-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Combat	R_ENCBS448HVV	0.199391675787205	Cosine	Pearson	PC 1-4	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Combat	R_ENCBS143LJK	0.715561928492582	Cosine	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_S00CWT11	0.507479005030519	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00B0N11	0.35495875858454	Cosine	Pearson	PC 1-4	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Combat	R_ENCBS992XAC	0.177073913852285	Cosine	Pearson	PC 1-4	Muscle Of Trunk	Roadmap	Single	Muscle Of Trunk
Combat	R_ENCBS180RZG	0.150860959420212	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS754TWW_ENCBS048TNH	-0.016442646747393	Cosine	Pearson	PC 1-4	Imr-90	Roadmap	Single	Imr-90
Combat	R_ENCBS143XQJ	0.168297372876914	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS529UES	0.202331037008461	Cosine	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Combat	B_S005FH11	0.515360734825591	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS785KTZ	0.1461376665916	Cosine	Pearson	PC 1-4	Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS434EOI	0.17041196976732	Cosine	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS291NHF	-0.0750641767178283	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS172XKB	-0.322790215615616	Cosine	Pearson	PC 1-4	Heart	Roadmap	Single	Heart
Combat	B_S00HTF11	0.563615220785604	Cosine	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS599HUG	-0.487867758758846	Cosine	Pearson	PC 1-4	Spleen	Roadmap	Single	Spleen
Combat	X4102	0.164792720389801	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4125	0.195302590563544	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	R_ENCBS421OZO	0.716011536329567	Cosine	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Combat	B_S00Y1311	0.510425365728358	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00CS011	0.540184959754753	Cosine	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	R_ENCBS246MHN	-0.050112240539352	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS699KFK	0.221208333816279	Cosine	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Combat	E_234AAA	0.277821701670785	Cosine	Pearson	PC 1-4	Lhcn-M2	ENCODE	Single	Lhcn-M2
Combat	B_S013SS11	0.536292300216696	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS674SNK	0.212359626024179	Cosine	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	B_S00CTZ11	0.56542553161037	Cosine	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS867ILV	0.222935515505194	Cosine	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Combat	B_S00Y6U11	0.525272002366882	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS796DWQ	-0.491661655959611	Cosine	Pearson	PC 1-4	Testis	Roadmap	Single	Testis
Combat	R_ENCBS341OKA	-0.538941493150309	Cosine	Pearson	PC 1-4	Ovary	Roadmap	Single	Ovary
Combat	X4116	0.145091819255614	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	B_S00D5511	0.515894985306441	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS263ZZU	0.159828344108696	Cosine	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS159PIU	-0.00153971179029642	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	X4111	0.167598275098756	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	E_852WTL_483ENC	0.499833696425249	Cosine	Pearson	PC 1-4	B Cell	ENCODE	Single	B Cell
Combat	B_S00HSH11	0.553818172312633	Cosine	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	R_ENCBS376PWL	0.205944116574115	Cosine	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS262QPN	0.17335445840483	Cosine	Pearson	PC 1-4	Renal Pelvis	Roadmap	Single	Kidney
Combat	E_328AAA	0.406430737164369	Cosine	Pearson	PC 1-4	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Combat	R_ENCBS478OZL	0.162561444468788	Cosine	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS993PWO	0.711132799923591	Cosine	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Combat	B_S00B2J11	0.351557893560409	Cosine	Pearson	PC 1-4	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Combat	R_ENCBS384LIR	0.157145706980761	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS023IXF	0.145198239146311	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	B_S00HRJ11	0.558611688695986	Cosine	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Combat	E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	0.395082411096136	Cosine	Pearson	PC 1-4	Keratinocyte	ENCODE	Single	Keratinocyte
Combat	R_ENCBS117CVU	0.71374937012244	Cosine	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	R_ENCBS078XUR	0.715480851669519	Cosine	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_S004BT12	0.592354390712336	Cosine	Pearson	PC 1-4	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Combat	B_S00CR211	0.55496281931988	Cosine	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Combat	B_S00Y4Y11	0.53166458570671	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS136SDO	0.149777170515047	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS623YHX	0.221389657160845	Cosine	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Combat	B_S0022I12	0.570072282631742	Cosine	Pearson	PC 1-4	Macrophage	Blueprint	Paired	Macrophage
Combat	R_ENCBS133LAN	0.223472109674028	Cosine	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Combat	B_S0022I14	0.581449975630814	Cosine	Pearson	PC 1-4	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Combat	E_524RBS_291PVB	-0.216969570653805	Cosine	Pearson	PC 1-4	Prostate Gland	ENCODE	Paired	Prostate Gland
Combat	B_S002S312	0.595200983030097	Cosine	Pearson	PC 1-4	Erythroblast	Blueprint	Paired	Erythroblast
Combat	X4101	0.175567917157745	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	E_018TPT	0.380885737672768	Cosine	Pearson	PC 1-4	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Combat	B_S00JS911	0.561666127652019	Cosine	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS383OVQ	-0.00775080466093328	Cosine	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Combat	X4105	0.1387518428122	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4104	0.163326389760564	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4107	0.196813746207829	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4109	0.200713522516993	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4108	0.178147504667555	Cosine	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	E_921WWM_472LWI	0.423774356858516	Cosine	Pearson	PC 1-4	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
Combat	R_ENCBS636QOC	0.185417924968378	Cosine	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS261IIB	0.177470586732023	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS445IVN	0.217076005526394	Cosine	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Combat	R_ENCBS890NFL	0.106963023416335	Cosine	Pearson	PC 1-4	Skin Fibroblast	Roadmap	Single	Fibroblast
Combat	R_ENCBS441WEO	-0.00729718897181601	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	B_S00DFM11	0.200145040404991	Cosine	Pearson	PC 1-4	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Combat	E_658GLE_376ASB	-0.202806780292169	Cosine	Pearson	PC 1-4	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Combat	E_367AAA	0.339792349194277	Cosine	Pearson	PC 1-4	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Combat	R_ENCBS825MQT	0.179804570657538	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS105LQM	0.164955127545007	Cosine	Pearson	PC 1-4	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
Combat	B_S00CXR11	0.521543302459154	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS198CXJ	-0.357285364755316	Cosine	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Combat	R_ENCBS988KQJ	0.175177743801775	Cosine	Pearson	PC 1-4	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
Combat	R_ENCBS467PJB	0.71060088682683	Cosine	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Combat	R_ENCBS947JRD	0.177124265518134	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS935VKR	0.157016646389339	Cosine	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	E_371OZD_227VDO	0.329524650690702	Cosine	Pearson	PC 1-4	Adrenal Gland	ENCODE	Paired	Intestine
Combat	B_S00D6311	0.502275896611848	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS200XAZ	0.337534205434323	Cosine	Pearson	PC 1-4	Adrenal Gland	Roadmap	Single	Kidney
Combat	R_ENCBS034SKE	0.178174073036678	Cosine	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS373RUA	-0.35420099600548	Cosine	Pearson	PC 1-4	Spinal Cord	Roadmap	Single	Spinal Cord
Combat	R_ENCBS055ULH	0.176163085914841	Cosine	Pearson	PC 1-4	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	B_S013N111	0.528411184502636	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS716QQK	0.213527599871551	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS754ANY	0.125952268223305	Cosine	Pearson	PC 1-4	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS599YIE	0.173401846438384	Cosine	Pearson	PC 1-4	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
Combat	B_S00XXH11	0.507050990564826	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS818WCN	0.192954674871717	Cosine	Pearson	PC 1-4	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS997WGU	0.223286483741625	Cosine	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Combat	R_ENCBS660CJK	0.353899634215907	Cosine	Pearson	PC 1-4	Adrenal Gland	Roadmap	Single	Kidney
Combat	R_ENCBS100DZU	0.201018886740753	Cosine	Pearson	PC 1-4	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	E_020UWI_887WTT	-0.335371511187779	Cosine	Pearson	PC 1-4	Uterus	ENCODE	Paired	Uterus
Combat	R_ENCBS859ASH	0.71479415554691	Cosine	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_C006NSB1	0.606485721149009	Cosine	Pearson	PC 1-4	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Combat	R_ENCBS878MRX	0.0233827209287251	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS300UPT	-0.373047542598198	Cosine	Pearson	PC 1-4	Spinal Cord	Roadmap	Single	Spinal Cord
Combat	E_665DRD	0.400733775899495	Cosine	Pearson	PC 1-4	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Combat	B_S001MJ12	0.581305052511871	Cosine	Pearson	PC 1-4	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Combat	B_S00Y0511	0.498217435200424	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_112ENC_124GGK_774AAA_719AAA_743IPG	0.198541701350931	Cosine	Pearson	PC 1-4	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
Combat	B_S001S714	0.598802062800222	Cosine	Pearson	PC 1-4	Macrophage	Blueprint	Paired	Macrophage
Combat	B_S013RU11	0.526305500710871	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS174IGM	0.182298206206477	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS516CJQ	0.169083964144629	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	E_374AAA	0.339498258631473	Cosine	Pearson	PC 1-4	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Combat	R_ENCBS407ALA	-0.296607878592202	Cosine	Pearson	PC 1-4	Heart	Roadmap	Single	Heart
Combat	E_485ENC	0.402570024748558	Cosine	Pearson	PC 1-4	Hematopoietic Multipotent Progenitor Cell	ENCODE	Single	Hematopoietic Multipotent Progenitor Cell
Combat	R_ENCBS011TVS	0.182385400554654	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS281CNH	0.195282507598095	Cosine	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	E_297CQV_291AAA_624XJG	0.50003324482586	Cosine	Pearson	PC 1-4	H7-Hesc	ENCODE	Single	H7-Hesc
Combat	B_S013M311	0.536281246758471	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_340AAA_936GPP_612ENC_613ENC	-0.138712358592872	Cosine	Pearson	PC 1-4	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Combat	B_S00D4711	0.508285907480907	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00XVL11	0.536605481533056	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_767POE_974EYF	0.0234967679537384	Cosine	Pearson	PC 1-4	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	R_ENCBS855RFN	0.153902840070305	Cosine	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS226ZND	-0.0251278213739961	Cosine	Pearson	PC 1-4	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS578HBL	0.0856860367769551	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	E_044KWE	0.364584934930593	Cosine	Pearson	PC 1-4	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Combat	E_004ENC_008ENC	-0.125425967351735	Cosine	Pearson	PC 1-4	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Combat	R_ENCBS517FUR	0.166348394981733	Cosine	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS145EYH	0.158156308098692	Cosine	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS257BTU	0.150649032205078	Cosine	Pearson	PC 1-4	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS008QPC	0.249733823851283	Cosine	Pearson	PC 1-4	Psoas Muscle	Roadmap	Single	Psoas Muscle
Combat	B_S013QW11	0.506226279765077	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS090AGL	0.0652189162580371	Cosine	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS610XAP	0.158726138953369	Cosine	Pearson	PC 1-4	Left Kidney	Roadmap	Single	Kidney
Combat	B_S00D3911	0.503933915345521	Cosine	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_369AAA	0.334646537369359	Cosine	Pearson	PC 1-4	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Combat	R_ENCBS220QDW	0.103964044564598	Cosine	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS136EGD	0.175341079693431	Cosine	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS054CPR	-0.294534405827356	Cosine	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Combat	R_ENCBS516MKG	0.710586759804629	Cosine	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_C001UYB4	0.535306790879047	Cosine	Pearson	PC 1-4	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	E_021ENC	0.27175211595223	Cosine	Pearson	PC 1-4	Astrocyte	ENCODE	Single	Astrocyte
Combat	E_942WBM_724UYV	0.383946517247923	Cosine	Pearson	PC 1-4	Adrenal Gland	ENCODE	Paired	Intestine
Combat	E_526EMC	0.2807617715389	Cosine	Pearson	PC 1-4	Myotube	ENCODE	Single	Myotube
